Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1623,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,29.0,1996,11.2,,13,,,,,,,,,,9,,,,Matches
1624,Quentin Merlin,fr FRA,"MF,DF",Rennes,fr Ligue 1,23.0,2002,16.1,,17,,,,,,,,,,17,,,,Matches
1625,Rafik Messali,fr FRA,MF,Toulouse,fr Ligue 1,22.0,2003,5.6,,6,,,,,,,,,,12,,,,Matches
1626,Junior Messias,br BRA,MF,Genoa,it Serie A,34.0,1991,3.2,,4,,,,,,,,,,1,,,,Matches
1627,Alejandro Mestanza,es ESP,MF,Getafe,es La Liga,21.0,2004,0.8,,1,,,,,,,,,,0,,,,Matches
1628,Connor Metcalfe,au AUS,FW,St Pauli,de Bundesliga,26.0,1999,3.0,,5,,,,,,,,,,3,,,,Matches
1629,Dayann Methalie,fr FRA,MF,Toulouse,fr Ligue 1,20.0,2006,13.4,,19,,,,,,,,,,11,,,,Matches
1630,Karol Mets,ee EST,DF,St Pauli,de Bundesliga,32.0,1993,15.0,,20,,,,,,,,,,18,,,,Matches
1631,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,34.0,1991,12.9,,11,,,,,,,,,,11,,,,Matches
1632,Lucas Michal,fr FRA,MF,Metz,fr Ligue 1,20.0,2005,1.0,,0,,,,,,,,,,0,,,,Matches
1633,Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,20.0,2005,0.7,,0,,,,,,,,,,0,,,,Matches
1634,Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,25.0,2000,12.1,,0,,,,,,,,,,3,,,,Matches
1635,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,25.0,2000,2.0,,0,,,,,,,,,,1,,,,Matches
1636,Wisdom Mike,de GER,FW,Bayern Munich,de Bundesliga,17.0,2008,0.3,,0,,,,,,,,,,1,,,,Matches
1637,William Mikelbrencis,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,21.0,2004,6.6,,6,,,,,,,,,,2,,,,Matches
1638,Antoni Milambo,nl NED,MF,Brentford,eng Premier League,20.0,2005,0.5,,1,,,,,,,,,,0,,,,Matches
1639,Nikola Milenković,rs SRB,DF,Nottingham Forest,eng Premier League,28.0,1997,26.0,,11,,,,,,,,,,23,,,,Matches
1640,Lewis Miley,eng ENG,"MF,DF",Newcastle United,eng Premier League,19.0,2006,12.6,,15,,,,,,,,,,17,,,,Matches
1641,Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,28.0,1997,18.0,,0,,,,,,,,,,0,,,,Matches
1642,Éder Militão,br BRA,DF,Real Madrid,es La Liga,28.0,1998,11.1,,14,,,,,,,,,,9,,,,Matches
1643,Luis Milla,es ESP,MF,Getafe,es La Liga,31.0,1994,22.5,,20,,,,,,,,,,23,,,,Matches
1644,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,33.0,1992,16.7,,16,,,,,,,,,,12,,,,Matches
1645,Lennon Miller,sct SCO,MF,Udinese,it Serie A,19.0,2006,6.7,,8,,,,,,,,,,7,,,,Matches
1646,James Milner,eng ENG,MF,Brighton,eng Premier League,40.0,1986,4.3,,5,,,,,,,,,,4,,,,Matches
1647,Veljko Milosavljević,rs SRB,DF,Bournemouth,eng Premier League,18.0,2007,4.1,,4,,,,,,,,,,4,,,,Matches
1648,Jovan Milošević,rs SRB,FW,Werder Bremen,de Bundesliga,20.0,2005,2.2,,1,,,,,,,,,,0,,,,Matches
1649,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,29.0,1996,9.5,,7,,,,,,,,,,15,,,,Matches
1650,Yerry Mina,co COL,DF,Cagliari,it Serie A,31.0,1994,13.5,,9,,,,,,,,,,12,,,,Matches
1651,Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,31.0,1995,10.5,,3,,,,,,,,,,3,,,,Matches
1652,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32.0,1993,7.7,,1,,,,,,,,,,5,,,,Matches
1653,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,26.0,1999,14.0,,14,,,,,,,,,,4,,,,Matches
1654,Yankuba Minteh,gm GAM,MF,Brighton,eng Premier League,21.0,2004,18.2,,24,,,,,,,,,,9,,,,Matches
1655,Bojan Miovski,mk MKD,FW,Girona,es La Liga,26.0,1999,0.5,,0,,,,,,,,,,0,,,,Matches
1656,Rafa Mir,es ESP,"FW,MF",Elche,es La Liga,28.0,1997,14.6,,3,,,,,,,,,,4,,,,Matches
1657,Juan Miranda,es ESP,DF,Bologna,it Serie A,26.0,2000,18.2,,15,,,,,,,,,,21,,,,Matches
1658,Fabio Miretti,it ITA,MF,Juventus,it Serie A,22.0,2003,4.8,,5,,,,,,,,,,3,,,,Matches
1659,Tyrick Mitchell,eng ENG,MF,Crystal Palace,eng Premier League,26.0,1999,25.6,,48,,,,,,,,,,26,,,,Matches
1660,Kaoru Mitoma,jp JPN,"MF,FW",Brighton,eng Premier League,28.0,1997,13.2,,6,,,,,,,,,,5,,,,Matches
1661,Maximilian Mittelstädt,de GER,"DF,MF",Stuttgart,de Bundesliga,28.0,1997,15.8,,33,,,,,,,,,,25,,,,Matches
1662,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,37.0,1989,11.3,,19,,,,,,,,,,14,,,,Matches
1663,Tadjidine Mmadi,fr FRA,FW,Marseille,fr Ligue 1,18.0,2007,0.2,,1,,,,,,,,,,1,,,,Matches
1664,Rui Modesto,ao ANG,MF,Udinese,it Serie A,26.0,1999,1.3,,4,,,,,,,,,,1,,,,Matches
1665,Luka Modrić,hr CRO,MF,Milan,it Serie A,40.0,1985,21.2,,18,,,,,,,,,,26,,,,Matches
1666,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,20.0,2006,4.1,,2,,,,,,,,,,0,,,,Matches
1667,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,26.0,1999,5.4,,1,,,,,,,,,,0,,,,Matches
1668,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,28.0,1997,10.7,,5,,,,,,,,,,6,,,,Matches
1669,Wael Mohya,de GER,MF,Gladbach,de Bundesliga,17.0,2008,1.5,,1,,,,,,,,,,0,,,,Matches
1670,Johan Mojica,co COL,DF,Mallorca,es La Liga,33.0,1992,20.5,,26,,,,,,,,,,13,,,,Matches
1671,Enzo Molebe,fr FRA,FW,Lyon,fr Ligue 1,18.0,2007,0.1,,0,,,,,,,,,,0,,,,Matches
1672,Alberto Moleiro,es ESP,"MF,FW",Villarreal,es La Liga,22.0,2003,16.7,,8,,,,,,,,,,8,,,,Matches
1673,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,27.0,1998,8.1,,10,,,,,,,,,,9,,,,Matches
1674,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,27.0,1998,20.5,,16,,,,,,,,,,19,,,,Matches
1675,Jano Monserrate,es ESP,MF,Atlético Madrid,es La Liga,20.0,2006,0.2,,2,,,,,,,,,,0,,,,Matches
1676,Jorge Montes,es ESP,DF,Getafe,es La Liga,21.0,2004,0.3,,2,,,,,,,,,,0,,,,Matches
1677,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,29.0,1996,22.0,,0,,,,,,,,,,0,,,,Matches
1678,Álvaro Morata,es ESP,FW,Como,it Serie A,33.0,1992,7.8,,8,,,,,,,,,,1,,,,Matches
1679,Morato,br BRA,DF,Nottingham Forest,eng Premier League,24.0,2001,10.4,,16,,,,,,,,,,8,,,,Matches
1680,Diego Morcillo,es ESP,FW,Alavés,es La Liga,22.0,2003,0.1,,0,,,,,,,,,,0,,,,Matches
1681,Afonso Moreira,pt POR,"MF,FW",Lyon,fr Ligue 1,20.0,2005,11.2,,15,,,,,,,,,,7,,,,Matches
1682,Diego Moreira,be BEL,MF,Strasbourg,fr Ligue 1,21.0,2004,18.4,,20,,,,,,,,,,16,,,,Matches
1683,Alberto Moreno,es ESP,DF,Como,it Serie A,33.0,1992,7.1,,4,,,,,,,,,,2,,,,Matches
1684,Álex Moreno,es ESP,"DF,MF",Girona,es La Liga,32.0,1993,20.5,,14,,,,,,,,,,20,,,,Matches
1685,Fabio Moreno Fell,de GER,FW,Mainz 05,de Bundesliga,25.0,2000,0.9,,0,,,,,,,,,,0,,,,Matches
1686,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,33.0,1992,8.0,,5,,,,,,,,,,2,,,,Matches
1687,Matias Moreno,ar ARG,DF,Levante,es La Liga,22.0,2003,12.8,,14,,,,,,,,,,19,,,,Matches
1688,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,29.0,1996,9.5,,9,,,,,,,,,,3,,,,Matches
1689,Tete Morente,es ESP,MF,Elche,es La Liga,29.0,1996,0.9,,0,,,,,,,,,,0,,,,Matches
1690,Stefano Moreo,it ITA,"FW,MF",Pisa,it Serie A,32.0,1993,14.6,,8,,,,,,,,,,13,,,,Matches
1691,Mateu Morey,es ESP,"DF,MF",Mallorca,es La Liga,25.0,2000,6.8,,8,,,,,,,,,,5,,,,Matches
1692,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,23.0,2003,17.6,,24,,,,,,,,,,13,,,,Matches
1693,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,27.0,1999,10.5,,17,,,,,,,,,,11,,,,Matches
1694,Luca Moro,it ITA,FW,Sassuolo,it Serie A,25.0,2001,2.0,,4,,,,,,,,,,1,,,,Matches
1695,Nikola Moro,hr CRO,MF,Bologna,it Serie A,27.0,1998,12.1,,6,,,,,,,,,,8,,,,Matches
1696,Raúl Moro,es ESP,MF,Osasuna,es La Liga,23.0,2002,1.9,,0,,,,,,,,,,0,,,,Matches
1697,Tyler Morton,eng ENG,MF,Lyon,fr Ligue 1,23.0,2002,18.6,,20,,,,,,,,,,16,,,,Matches
1698,Daren Mosengo,fr FRA,MF,Le Havre,fr Ligue 1,19.0,2006,1.2,,0,,,,,,,,,,1,,,,Matches
1699,Cristhian Mosquera,es ESP,DF,Arsenal,eng Premier League,21.0,2004,5.8,,10,,,,,,,,,,6,,,,Matches
1700,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,26.0,1999,5.9,,2,,,,,,,,,,2,,,,Matches
1701,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,24.0,2001,14.6,,21,,,,,,,,,,12,,,,Matches
1702,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,27.0,1999,9.1,,8,,,,,,,,,,3,,,,Matches
1703,Samir El Mourabet,ma MAR,MF,Strasbourg,fr Ligue 1,20.0,2005,15.2,,27,,,,,,,,,,17,,,,Matches
1704,Santiago Mouriño,uy URU,DF,Villarreal,es La Liga,24.0,2002,14.9,,37,,,,,,,,,,18,,,,Matches
1705,Louis Mouton,fr FRA,MF,Angers,fr Ligue 1,23.0,2002,16.3,,20,,,,,,,,,,8,,,,Matches
1706,Lionel Mpasi,cd COD,GK,Le Havre,fr Ligue 1,31.0,1994,3.5,,0,,,,,,,,,,0,,,,Matches
1707,Tarik Muharemovic,ba BIH,DF,Sassuolo,it Serie A,22.0,2003,21.5,,16,,,,,,,,,,35,,,,Matches
1708,Miro Muheim,ch SUI,"MF,DF",Hamburger SV,de Bundesliga,27.0,1998,20.3,,21,,,,,,,,,,23,,,,Matches
1709,Divine Mukasa,eng ENG,MF,Manchester City,eng Premier League,18.0,2007,0.3,,0,,,,,,,,,,0,,,,Matches
1710,Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,21.0,2004,8.9,,6,,,,,,,,,,5,,,,Matches
1711,Nordan Mukiele,fr FRA,MF,Rennes,fr Ligue 1,20.0,2006,0.3,,0,,,,,,,,,,0,,,,Matches
1712,Nordi Mukiele,fr FRA,DF,Sunderland,eng Premier League,28.0,1997,23.9,,36,,,,,,,,,,29,,,,Matches
1713,Romaine Mundle,eng ENG,MF,Sunderland,eng Premier League,22.0,2003,4.0,,4,,,,,,,,,,1,,,,Matches
1714,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,29.0,1996,9.7,,13,,,,,,,,,,5,,,,Matches
1715,Marshall Munetsi,zw ZIM,MF,Paris FC,fr Ligue 1,29.0,1996,1.9,,0,,,,,,,,,,1,,,,Matches
1716,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,24.0,2001,4.4,,1,,,,,,,,,,0,,,,Matches
1717,Believe Munongo,fr FRA,MF,Metz,fr Ligue 1,16.0,2009,2.2,,2,,,,,,,,,,2,,,,Matches
1718,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,28.0,1997,7.6,,16,,,,,,,,,,5,,,,Matches
1719,Daniel Muñoz,co COL,MF,Crystal Palace,eng Premier League,29.0,1996,17.6,,25,,,,,,,,,,18,,,,Matches
1720,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,23.0,2002,5.8,,4,,,,,,,,,,7,,,,Matches
1721,Javier Muñoz,es ESP,"MF,FW",Getafe,es La Liga,30.0,1995,5.4,,4,,,,,,,,,,4,,,,Matches
1722,Víctor Muñoz,es ESP,"MF,FW",Osasuna,es La Liga,22.0,2003,20.2,,12,,,,,,,,,,7,,,,Matches
1723,Arijanet Muric,xk KVX,GK,Sassuolo,it Serie A,27.0,1998,24.0,,0,,,,,,,,,,0,,,,Matches
1724,Murillo,br BRA,DF,Nottingham Forest,eng Premier League,23.0,2002,17.2,,19,,,,,,,,,,24,,,,Matches
1725,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,31.0,1994,20.9,,3,,,,,,,,,,2,,,,Matches
1726,Alex Murphy,ie IRL,DF,Newcastle United,eng Premier League,21.0,2004,0.0,,0,,,,,,,,,,0,,,,Matches
1727,Jacob Murphy,eng ENG,"FW,MF",Newcastle United,eng Premier League,30.0,1995,12.1,,7,,,,,,,,,,2,,,,Matches
1728,Yunus Musah,us USA,MF,Atalanta,it Serie A,23.0,2002,4.1,,4,,,,,,,,,,3,,,,Matches
1729,Yunus Musah,us USA,MF,Milan,it Serie A,23.0,2002,1.0,,1,,,,,,,,,,0,,,,Matches
1730,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,22.0,2003,1.2,,2,,,,,,,,,,1,,,,Matches
1731,Almoatasem Al Musrati,ly LBY,MF,Hellas Verona,it Serie A,29.0,1996,7.5,,4,,,,,,,,,,7,,,,Matches
1732,Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,31.0,1994,1.0,,0,,,,,,,,,,0,,,,Matches
1733,Cheveyo Muy,nl NED,FW,Milan,it Serie A,,,0.1,,0,,,,,,,,,,0,,,,Matches
1734,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,31.0,1994,19.0,,0,,,,,,,,,,1,,,,Matches
1735,Joel Mvuka,no NOR,"MF,DF",Lorient,fr Ligue 1,23.0,2002,6.2,,13,,,,,,,,,,6,,,,Matches
1736,Junior Mwanga,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22.0,2003,2.4,,5,,,,,,,,,,0,,,,Matches
1737,Junior Mwanga,fr FRA,MF,Nantes,fr Ligue 1,22.0,2003,14.0,,14,,,,,,,,,,8,,,,Matches
1738,Phillipp Mwene,at AUT,MF,Mainz 05,de Bundesliga,32.0,1994,12.4,,7,,,,,,,,,,5,,,,Matches
1739,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,26.0,1999,21.9,,12,,,,,,,,,,20,,,,Matches
1740,Joakim Mæhle,dk DEN,"DF,MF",Wolfsburg,de Bundesliga,28.0,1997,4.7,,7,,,,,,,,,,12,,,,Matches
1741,David Møller Wolfe,no NOR,"MF,DF",Wolves,eng Premier League,23.0,2002,8.2,,4,,,,,,,,,,5,,,,Matches
1742,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,26.0,1999,19.4,,11,,,,,,,,,,25,,,,Matches
1743,Konan N'dri,ci CIV,"FW,MF",Lecce,it Serie A,25.0,2000,3.7,,3,,,,,,,,,,0,,,,Matches
1744,Stanley N'Soki,fr FRA,"DF,MF",Union Berlin,de Bundesliga,26.0,1999,3.9,,3,,,,,,,,,,6,,,,Matches
1745,Bilal Nadir,ma MAR,MF,Marseille,fr Ligue 1,22.0,2003,6.2,,9,,,,,,,,,,4,,,,Matches
1746,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,20.0,2005,2.2,,2,,,,,,,,,,1,,,,Matches
1747,Younes Namli,dk DEN,"FW,MF",Le Havre,fr Ligue 1,31.0,1994,3.6,,5,,,,,,,,,,5,,,,Matches
1748,Sebastian Nanasi,se SWE,MF,Strasbourg,fr Ligue 1,23.0,2002,4.3,,2,,,,,,,,,,3,,,,Matches
1749,Nikolas Nartey,dk DEN,"MF,FW",Stuttgart,de Bundesliga,25.0,2000,9.1,,10,,,,,,,,,,8,,,,Matches
1750,Noah Nartey,dk DEN,MF,Lyon,fr Ligue 1,20.0,2005,3.0,,4,,,,,,,,,,2,,,,Matches
1751,Natan,br BRA,DF,Real Betis,es La Liga,25.0,2001,21.0,,9,,,,,,,,,,26,,,,Matches
1752,Pau Navarro,es ESP,DF,Villarreal,es La Liga,20.0,2005,10.1,,17,,,,,,,,,,8,,,,Matches
1753,Roberto Navarro,es ESP,MF,Athletic Club,es La Liga,23.0,2002,8.3,,5,,,,,,,,,,4,,,,Matches
1754,Corrie Ndaba,ie IRL,DF,Lecce,it Serie A,26.0,1999,3.7,,3,,,,,,,,,,1,,,,Matches
1755,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,25.0,2000,21.2,,20,,,,,,,,,,20,,,,Matches
1756,Iliman Ndiaye,sn SEN,MF,Everton,eng Premier League,25.0,2000,18.9,,28,,,,,,,,,,10,,,,Matches
1757,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,24.0,2001,18.0,,23,,,,,,,,,,9,,,,Matches
1758,Quentin Ndjantou Mbitcha,fr FRA,MF,Paris Saint-Germain,fr Ligue 1,18.0,2007,4.0,,1,,,,,,,,,,2,,,,Matches
1759,Tanguy Ndombele,fr FRA,MF,Nice,fr Ligue 1,29.0,1996,2.1,,1,,,,,,,,,,0,,,,Matches
1760,Cher Ndour,it ITA,MF,Fiorentina,it Serie A,21.0,2004,10.3,,8,,,,,,,,,,7,,,,Matches
1761,Dan Ndoye,ch SUI,MF,Nottingham Forest,eng Premier League,25.0,2000,12.0,,10,,,,,,,,,,10,,,,Matches
1762,Joseph Nduquidi,fr FRA,MF,Metz,fr Ligue 1,21.0,2004,0.1,,0,,,,,,,,,,0,,,,Matches
1763,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,23.0,2002,12.7,,14,,,,,,,,,,8,,,,Matches
1764,Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,20.0,2005,2.8,,1,,,,,,,,,,1,,,,Matches
1765,Loïc Nego,hu HUN,"DF,MF",Le Havre,fr Ligue 1,35.0,1991,19.5,,22,,,,,,,,,,25,,,,Matches
1766,Dan Neil,eng ENG,MF,Sunderland,eng Premier League,24.0,2001,0.2,,0,,,,,,,,,,1,,,,Matches
1767,Reiss Nelson,eng ENG,"FW,MF",Brentford,eng Premier League,26.0,1999,0.6,,1,,,,,,,,,,0,,,,Matches
1768,Victor Nelsson,dk DEN,DF,Hellas Verona,it Serie A,27.0,1998,23.8,,21,,,,,,,,,,49,,,,Matches
1769,David Neres,br BRA,"FW,MF",Napoli,it Serie A,28.0,1997,10.2,,5,,,,,,,,,,1,,,,Matches
1770,Martim Neto,pt POR,MF,Elche,es La Liga,23.0,2003,11.9,,7,,,,,,,,,,2,,,,Matches
1771,Pedro Neto,pt POR,MF,Chelsea,eng Premier League,25.0,2000,22.0,,9,,,,,,,,,,6,,,,Matches
1772,Luca Netz,de GER,"DF,MF",Nottingham Forest,eng Premier League,22.0,2003,0.2,,0,,,,,,,,,,0,,,,Matches
1773,Luca Netz,de GER,"MF,DF",Gladbach,de Bundesliga,22.0,2003,10.4,,10,,,,,,,,,,7,,,,Matches
1774,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,39.0,1986,17.5,,0,,,,,,,,,,0,,,,Matches
1775,Florian Neuhaus,de GER,"MF,FW",Gladbach,de Bundesliga,28.0,1997,9.8,,7,,,,,,,,,,9,,,,Matches
1776,João Neves,pt POR,MF,Paris Saint-Germain,fr Ligue 1,21.0,2004,10.8,,11,,,,,,,,,,4,,,,Matches
1777,Yvan Neyou,cm CMR,MF,Getafe,es La Liga,29.0,1997,0.7,,0,,,,,,,,,,0,,,,Matches
1778,Jessic Ngankam,de GER,FW,Eintracht Frankfurt,de Bundesliga,25.0,2000,0.7,,0,,,,,,,,,,0,,,,Matches
1779,Oumar Ngom,mr MTN,MF,Lecce,it Serie A,21.0,2004,0.0,,0,,,,,,,,,,0,,,,Matches
1780,Cyril Ngonge,be BEL,FW,Torino,it Serie A,25.0,2000,11.0,,4,,,,,,,,,,2,,,,Matches
1781,Cyril Ngonge,be BEL,MF,Espanyol,es La Liga,25.0,2000,1.0,,1,,,,,,,,,,2,,,,Matches
1782,Mikayil Ngor Faye,sn SEN,"MF,DF",Cremonese,it Serie A,21.0,2004,2.6,,6,,,,,,,,,,5,,,,Matches
1783,Mikayil Ngor Faye,sn SEN,MF,Rennes,fr Ligue 1,21.0,2004,0.1,,0,,,,,,,,,,0,,,,Matches
1784,Nathan Ngoy,be BEL,DF,Lille,fr Ligue 1,22.0,2003,15.7,,15,,,,,,,,,,28,,,,Matches
1785,Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,19.0,2006,1.5,,1,,,,,,,,,,3,,,,Matches
1786,Rio Ngumoha,eng ENG,FW,Liverpool,eng Premier League,17.0,2008,0.9,,1,,,,,,,,,,0,,,,Matches
1787,Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,29.0,1996,18.7,,14,,,,,,,,,,16,,,,Matches
1788,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Parma,it Serie A,23.0,2002,5.5,,8,,,,,,,,,,9,,,,Matches
1789,Youssoupha Niang,de GER,MF,Köln,de Bundesliga,19.0,2006,0.1,,0,,,,,,,,,,0,,,,Matches
1790,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,23.0,2002,4.5,,7,,,,,,,,,,1,,,,Matches
1791,Cheikh Niasse,sn SEN,MF,Hellas Verona,it Serie A,26.0,2000,9.7,,13,,,,,,,,,,12,,,,Matches
1792,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,28.0,1997,18.5,,9,,,,,,,,,,29,,,,Matches
1793,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,28.0,1997,22.0,,1,,,,,,,,,,0,,,,Matches
1794,Hans Nicolussi Caviglia,it ITA,MF,Fiorentina,it Serie A,25.0,2000,6.5,,7,,,,,,,,,,3,,,,Matches
1795,Hans Nicolussi Caviglia,it ITA,MF,Parma,it Serie A,25.0,2000,1.1,,0,,,,,,,,,,0,,,,Matches
1796,Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,24.0,2001,11.0,,7,,,,,,,,,,16,,,,Matches
1797,Oliver Nielsen,dk DEN,DF,Lazio,it Serie A,22.0,2003,6.6,,3,,,,,,,,,,9,,,,Matches
1798,Alieu Njie,se SWE,FW,Torino,it Serie A,20.0,2005,1.1,,0,,,,,,,,,,0,,,,Matches
1799,Justin Njinmah,de GER,"FW,MF",Werder Bremen,de Bundesliga,25.0,2000,13.4,,8,,,,,,,,,,5,,,,Matches
1800,Obed Nkambadio,fr FRA,GK,Paris FC,fr Ligue 1,23.0,2003,11.0,,0,,,,,,,,,,0,,,,Matches
1801,Eddie Nketiah,eng ENG,MF,Crystal Palace,eng Premier League,26.0,1999,4.7,,6,,,,,,,,,,2,,,,Matches
1802,Niels Nkounkou,fr FRA,"MF,DF",Torino,it Serie A,25.0,2000,3.3,,6,,,,,,,,,,7,,,,Matches
1803,Christopher Nkunku,fr FRA,FW,Milan,it Serie A,28.0,1997,9.8,,2,,,,,,,,,,1,,,,Matches
1804,Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,25.0,2000,18.5,,15,,,,,,,,,,20,,,,Matches
1805,Lukas Nmecha,de GER,FW,Leeds United,eng Premier League,27.0,1998,7.7,,4,,,,,,,,,,3,,,,Matches
1806,Martin Nogoto Bley,bf BFA,MF,Lorient,fr Ligue 1,20.0,2006,0.0,,0,,,,,,,,,,0,,,,Matches
1807,Arnaud Nordin,fr FRA,MF,Rennes,fr Ligue 1,27.0,1998,1.4,,2,,,,,,,,,,0,,,,Matches
1808,Arnaud Nordin,fr FRA,"MF,FW",Mainz 05,de Bundesliga,27.0,1998,5.2,,6,,,,,,,,,,3,,,,Matches
1809,Brooke Norton-Cuffy,eng ENG,"MF,DF",Genoa,it Serie A,22.0,2004,22.1,,26,,,,,,,,,,11,,,,Matches
1810,Tijjani Noslin,nl NED,FW,Lazio,it Serie A,26.0,1999,5.6,,3,,,,,,,,,,0,,,,Matches
1811,Noah Nsoki,fr FRA,MF,Paris Saint-Germain,fr Ligue 1,18.0,2007,0.1,,1,,,,,,,,,,0,,,,Matches
1812,Randy Nteka,ao ANG,"FW,MF",Rayo Vallecano,es La Liga,28.0,1997,1.1,,2,,,,,,,,,,0,,,,Matches
1813,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,29.0,1996,22.0,,0,,,,,,,,,,1,,,,Matches
1814,Matheus Nunes,pt POR,DF,Manchester City,eng Premier League,27.0,1998,21.2,,31,,,,,,,,,,24,,,,Matches
1815,Álvaro Núñez,es ESP,"DF,MF",Elche,es La Liga,25.0,2000,18.3,,15,,,,,,,,,,15,,,,Matches
1816,Unai Núñez,es ESP,DF,Hellas Verona,it Serie A,29.0,1997,14.1,,18,,,,,,,,,,23,,,,Matches
1817,Unai Núñez,es ESP,DF,Valencia,es La Liga,29.0,1997,1.8,,2,,,,,,,,,,4,,,,Matches
1818,Joi Nuredini,al ALB,FW,Genoa,it Serie A,18.0,2007,0.0,,0,,,,,,,,,,0,,,,Matches
1819,Antonio Nusa,no NOR,"FW,MF",RB Leipzig,de Bundesliga,20.0,2005,15.2,,9,,,,,,,,,,3,,,,Matches
1820,Ethan Nwaneri,eng ENG,MF,Arsenal,eng Premier League,18.0,2007,1.9,,0,,,,,,,,,,0,,,,Matches
1821,Ethan Nwaneri,eng ENG,MF,Marseille,fr Ligue 1,18.0,2007,1.9,,1,,,,,,,,,,2,,,,Matches
1822,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,35.0,1990,4.0,,0,,,,,,,,,,0,,,,Matches
1823,Allan Nyom,cm CMR,DF,Getafe,es La Liga,37.0,1988,3.1,,4,,,,,,,,,,1,,,,Matches
1824,Trey Nyoni,eng ENG,MF,Liverpool,eng Premier League,18.0,2007,0.0,,0,,,,,,,,,,0,,,,Matches
1825,Rabby Nzingoula,fr FRA,MF,Strasbourg,fr Ligue 1,20.0,2005,0.6,,1,,,,,,,,,,1,,,,Matches
1826,M'Bala Nzola,ao ANG,FW,Pisa,it Serie A,29.0,1996,11.7,,2,,,,,,,,,,1,,,,Matches
1827,M'Bala Nzola,ao ANG,"FW,MF",Sassuolo,it Serie A,29.0,1996,0.4,,1,,,,,,,,,,0,,,,Matches
1828,Christian Nørgaard,dk DEN,MF,Arsenal,eng Premier League,31.0,1994,0.4,,0,,,,,,,,,,0,,,,Matches
1829,Jake O'Brien,ie IRL,DF,Everton,eng Premier League,24.0,2001,24.3,,24,,,,,,,,,,10,,,,Matches
